종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)","2530","-10","-0.39","2520","2960","2515","61034","165440615","60852926200","24052540"
"034120","SBS","KOSPI",,"15940","70","0.44","15880","16020","15870","25504","406765340","296448783240","18551238"
"036120","SCI평가정보","KOSDAQ","중견기업부","2500","20","0.81","2495","2570","2470","203939","509991380","88750000000","35500000"
"246960","SCL사이언스","KOSDAQ","기술성장기업부","9220","20","0.22","9120","9560","9120","2877","26569710","67517127270","7283401"
"099220","SDN","KOSDAQ","중견기업부","1390","5","0.36","1383","1397","1349","400137","551291983","78191160912","56171811"
"036540","SFA반도체","KOSDAQ","우량기업부","4015","-5","-0.12","4000","4025","3925","347967","1387675800","661130418060","164460303"
"255220","SG","KOSDAQ","중견기업부","2785","135","5.09","2595","2860","2530","7495934","20486810000","255148397950","92111335"
"040610","SG&G","KOSDAQ","중견기업부","1592","-7","-0.44","1599","1599","1577","16920","26836156","54369077620","34087196"
"049470","SGA","KOSDAQ","중견기업부","505","-27","-5.08","519","586","480","17383764","9251752275","29960884741","58862249"
"184230","SGA솔루션즈","KOSDAQ","벤처기업부","538","25","4.87","513","564","501","1167857","622898874","33803546940","62599161"
"016250","SGC E&C","KOSDAQ","우량기업부","16210","-460","-2.76","16650","16650","15510","8279","134027580","52546077000","3243585"
"005090","SGC에너지","KOSPI",,"28300","350","1.25","28000","28300","27600","22463","627669900","407784123900","14409333"
"001380","SG글로벌","KOSPI",,"2445","-25","-1.01","2450","2515","2435","280086","692108180","110162150350","44964143"
"004060","SG세계물산","KOSPI",,"364","-6","-1.62","370","371","364","815856","299060405","74087535360","202424960"
"001770","SHD","KOSPI",,"15980","0","0.00","15980","15990","15810","470","7495870","19413750440","1214878"
"002360","SH에너지화학","KOSPI",,"544","-6","-1.09","554","554","543","313762","171576347","60567882850","111133730"
"009160","SIMPAC","KOSPI",,"3885","0","0.00","3890","3925","3885","24169","94242210","255175112400","65429516"
"123700","SJM","KOSPI",,"3390","40","1.19","3350","3400","3340","18795","63281465","52978628710","15604898"
"025530","SJM홀딩스","KOSPI",,"3550","35","1.00","3515","3560","3500","17769","62586675","53015728400","14934008"
"034730","SK","KOSPI",,"146200","2200","1.53","144500","147700","143000","118261","17274432700","10599895178600","72502703"
"011790","SKC","KOSPI",,"128300","1200","0.94","126100","128900","123200","169780","21452500000","4858502633400","37868298"
"018670","SK가스","KOSPI",,"178300","-100","-0.06","178400","179400","176500","3151","561835000","1646675529600","9230244"
"001740","SK네트웍스","KOSPI",,"4870","25","0.52","4845","4895","4805","570465","2769767410","1077623382740","221277902"
"006120","SK디스커버리","KOSPI",,"35550","0","0.00","35250","35550","35050","13793","487019300","665019267000","18785855"
"006125","SK디스커버리우","KOSPI",,"33250","150","0.45","32950","33250","32900","1046","34594450","45100706000","1358455"
"210980","SK디앤디","KOSPI",,"8810","70","0.80","8700","8850","8650","29317","256522540","164577656880","18617382"
"395400","SK리츠","KOSPI",,"5210","10","0.19","5220","5220","5150","216062","1122227830","1402209168630","270175177"
"302440","SK바이오사이언스","KOSPI",,"55500","-800","-1.42","56400","57200","55300","87787","4926114100","4263940125000","76827750"
"326030","SK바이오팜","KOSPI",,"108900","-600","-0.55","109700","113400","107200","464063","51297173200","8520481600000","78313250"
"402340","SK스퀘어","KOSPI",,"80800","800","1.00","81200","82400","79700","250258","20153184600","10847371780000","134749960"
"260870","SK시그넷","KONEX","일반기업부","22650","-150","-0.66","22800","23000","22600","1308","29777150","138917206500","6133210"
"361610","SK아이이테크놀로지","KOSPI",,"34250","100","0.29","34150","34450","33650","98094","3346002200","2434812766800","71297592"
"100090","SK오션플랜트","KOSPI",,"14900","-220","-1.46","15120","15410","14690","466073","7062717760","883789830240","59195568"
"03473K","SK우","KOSPI",,"127000","700","0.55","127200","128500","125900","2621","333588300","71899145000","566135"
"096770","SK이노베이션","KOSPI",,"109800","3300","3.10","107300","112000","106200","1124572","123571838400","10511767782000","95735590"
"096775","SK이노베이션우","KOSPI",,"82300","3600","4.57","78900","86700","78900","61736","5145729100","102370932000","1248426"
"475150","SK이터닉스","KOSPI",,"17600","300","1.73","17140","17780","17050","246046","4307674800","494457119610","28078201"
"001510","SK증권","KOSPI",,"524","2","0.38","520","524","518","365961","190710232","245746888920","472590171"
"001515","SK증권우","KOSPI",,"2075","-15","-0.72","2060","2075","2050","709","1457150","8118466550","3912514"
"285130","SK케미칼","KOSPI",,"51300","-200","-0.39","51000","52200","51000","19187","982631300","885119067900","17253783"
"28513K","SK케미칼우","KOSPI",,"23700","-200","-0.84","23800","23900","23600","1299","30802200","50347210200","2115429"
"017670","SK텔레콤","KOSPI",,"56100","100","0.18","56200","56200","55700","398440","22319953100","12028242968000","214790053"
"000660","SK하이닉스","KOSPI",,"175000","-4600","-2.56","176800","180200","173400","5744334","1010744061200","128055616003500","728002365"
"048550","SM C&C","KOSDAQ","중견기업부","1806","4","0.22","1802","1824","1791","187167","337672867","175537035300","96714620"
"063440","SM Life Design","KOSDAQ","중견기업부","1417","-2","-0.14","1406","1418","1391","33590","47293587","65131252910","46029154"
"003570","SNT다이내믹스","KOSPI",,"20850","-400","-1.88","21150","21150","20600","76339","1589750200","693318732450","33252697"
"064960","SNT모티브","KOSPI",,"44150","-650","-1.45","44350","45250","44100","7252","322314800","653654179200","14623136"
"100840","SNT에너지","KOSPI",,"12800","-40","-0.31","12730","12800","12300","97048","1219165850","264714022400","20680783"
"036530","SNT홀딩스","KOSPI",,"22550","50","0.22","22600","22650","22200","2842","63837650","364391852100","16303886"
"067160","SOOP","KOSDAQ GLOBAL","우량기업부","103600","-2000","-1.89","105100","105300","102400","72419","7508134200","1195455768000","11494767"
"005610","SPC삼립","KOSPI",,"52900","-100","-0.19","53400","53400","52700","3686","195225800","457337477000","8629009"
"011810","STX","KOSPI",,"6170","-30","-0.48","6220","6280","6160","80322","497979990","191380609590","31017927"
"465770","STX그린로지스","KOSPI",,"11700","-300","-2.50","12150","12330","11690","240799","2893288100","84116205360","7171032"
"077970","STX엔진","KOSPI",,"21200","600","2.91","20500","21400","20500","381804","7993730850","483186984000","23008904"
"002820","SUN&L","KOSPI",,"3645","50","1.39","3590","3650","3500","20132","71396045","46019159850","12607989"
"289080","SV인베스트먼트","KOSDAQ","중견기업부","1794","4","0.22","1773","1809","1770","49093","87788182","95501796000","53234000"
"084870","TBH글로벌","KOSPI",,"1396","-20","-1.41","1410","1410","1374","10772","15081278","29136976143","20856819"
"002710","TCC스틸","KOSPI",,"31750","-550","-1.70","32300","32500","31300","93213","2960734200","830974194900","26213697"
"089230","THE E&M","KOSDAQ","중견기업부","1402","2","0.14","1416","1419","1377","14778","20626747","30679900106","21882953"
"032540","TJ미디어","KOSDAQ","우량기업부","5410","10","0.19","5410","5430","5360","8293","44694940","75370004690","13931609"
"022220","TKG애강","KOSDAQ","우량기업부","1264","25","2.02","1289","1338","1194","8240902","10561970756","65416553277","51794579"
"069260","TKG휴켐스","KOSPI",,"19180","110","0.58","19080","19210","19000","42332","810677600","783233746080","40878588"
"007980","TP","KOSPI",,"1408","-4","-0.28","1412","1420","1392","131544","184159533","72054583040","51175130"
"048770","TPC","KOSDAQ","벤처기업부","2970","15","0.51","2925","2980","2915","9816","28886885","46230583495","15697991"
"246690","TS인베스트먼트","KOSDAQ","중견기업부","1096","1","0.09","1093","1102","1093","11355","12440093","45542692476","41477862"
"317240","TS트릴리온","KOSDAQ","관리종목(소속부없음)","314","0","0.00","0","0","0","0","0","33673649508","107240922"
"002900","TYM","KOSPI",,"3230","-5","-0.15","3205","3235","3145","95474","304750345","145064078320","45050956"
"024070","WISCOM","KOSPI",,"2060","-10","-0.48","2070","2120","2060","20908","43525680","31802358850","15326438"
"057030","YBM넷","KOSDAQ","중견기업부","3570","25","0.71","3540","3680","3485","181577","654023980","58236328290","16312697"
"037270","YG PLUS","KOSPI",,"2860","-50","-1.72","2895","2900","2840","82524","236166960","182993847850","63429410"
"040300","YTN","KOSDAQ","우량기업부","2980","30","1.02","2940","3005","2920","43516","129564105","126000000000","42000000"
"051390","YW","KOSDAQ","벤처기업부","3565","5","0.14","3565","3570","3530","4623","16381040","40481886920","11355368"
"052220","iMBC","KOSDAQ","중견기업부","2825","20","0.71","2820","2840","2740","156140","435953230","65205000000","23000000"
"079940","가비아","KOSDAQ","우량기업부","13470","-70","-0.52","13570","13580","13340","6381","86023810","182190306640","13535684"
"078890","가온그룹","KOSDAQ","중견기업부","4355","55","1.28","4260","4355","4200","25191","107745090","75734182950","17410157"
"000500","가온전선","KOSPI",,"37100","350","0.95","36200","37300","35700","49545","1807911350","273715591200","7357946"
"399720","가온칩스","KOSDAQ","벤처기업부","51500","1000","1.98","50500","52100","49400","93536","4759373450","592797312000","11488320"
"296520","가이아코퍼레이션","KONEX","일반기업부","1700","0","0.00","0","0","0","0","0","7933913600","4667008"
"036620","감성코퍼레이션","KOSDAQ","우량기업부","3300","-35","-1.05","3345","3360","3280","274345","911252575","300365592520","90744892"
"000860","강남제비스코","KOSPI",,"25950","-200","-0.76","26100","26250","25700","10109","262428250","168675000000","6500000"
"198440","강동씨앤엘","KOSDAQ","중견기업부","1647","10","0.61","1621","1649","1621","89333","146269305","100172037024","60931896"
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","1595","-4","-0.25","1627","1655","1575","186009","298650396","89798746698","56054149"
"035250","강원랜드","KOSPI",,"15370","170","1.12","15230","15370","15140","469205","7180229320","3286126080000","213940500"
"114190","강원에너지","KOSDAQ","우량기업부","11630","50","0.43","11550","11710","11380","48723","562080430","302504780040","26123038"
"094480","갤럭시아머니트리","KOSDAQ","중견기업부","7430","-90","-1.20","7300","7730","7070","1082273","8022367290","292654591480","39229838"
"011420","갤럭시아에스엠","KOSPI",,"1969","-25","-1.25","1970","2005","1912","428292","835880517","54713592984","27549644"
"039240","경남스틸","KOSDAQ","우량기업부","2865","-5","-0.17","2900","2905","2850","21522","61562515","77296565460","26979604"
"053950","경남제약","KOSDAQ","중견기업부","984","-4","-0.40","988","995","975","295850","291241287","35059500970","35593402"
"002100","경농","KOSPI",,"9240","-10","-0.11","9230","9320","9130","19636","180518900","180583818750","19522575"
"009450","경동나비엔","KOSPI",,"71400","500","0.71","70700","71400","68500","31525","2223332700","1035826891200","14568592"
"267290","경동도시가스","KOSPI",,"19090","-40","-0.21","19210","19210","19090","5624","107544310","112543300540","5895406"
"012320","경동인베스트","KOSPI",,"83400","500","0.60","82400","84100","81900","10395","863855100","197242918200","2365023"
"011040","경동제약","KOSDAQ","중견기업부","6670","40","0.60","6600","6700","6580","42909","284329240","204919981560","30768766"
"000050","경방","KOSPI",,"6230","30","0.48","6200","6390","6200","4001","25104680","172716201000","27415270"
"214390","경보제약","KOSPI",,"7440","0","0.00","0","0","0","0","0","177867038400","23906860"
"012610","경인양행","KOSPI",,"3290","-5","-0.15","3300","3325","3275","27474","90513720","137334004500","41616365"
"009140","경인전자","KOSPI",,"21050","50","0.24","20900","21050","20800","3337","69822300","33065276850","1570797"
"024910","경창산업","KOSDAQ","우량기업부","2280","5","0.22","2265","2310","2240","276899","628792040","82025521450","35819005"
"013580","계룡건설","KOSPI",,"15270","-80","-0.52","15340","15520","15160","34093","521465840","136464258960","8930907"
"012200","계양전기","KOSPI",,"1585","34","2.19","1541","1595","1488","60511","94665574","43148183965","27222829"
"012205","계양전기우","KOSPI",,"3985","-15","-0.38","3995","4000","3955","2061","8193670","4658779815","1169079"
"002140","고려산업","KOSPI",,"2590","20","0.78","2565","2595","2545","31250","80425835","64717807875","24939425"
"049720","고려신용정보","KOSDAQ","우량기업부","10280","20","0.19","10260","10350","10180","18027","185506280","147004000000","14300000"
"010130","고려아연","KOSPI",,"545000","3000","0.55","545000","550000","540000","46108","25185258000","11324695801000","20703283"
"002240","고려제강","KOSPI",,"19570","310","1.61","19210","19600","19210","19452","379059930","489250000000","25000000"
"014570","고려제약","KOSDAQ","우량기업부","5400","-20","-0.37","5420","5430","5340","8488","45682740","59070000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","7070","0","0.00","7000","7120","6930","71532","502550000","136640489620","19354177"
"950190","고스트스튜디오","KOSDAQ","외국기업(소속부없음)","10660","140","1.33","10530","10660","10450","20518","217513090","144761648720","13579892"
"098460","고영","KOSDAQ","우량기업부","10920","-50","-0.46","10870","10960","10680","273374","2953148390","749709924600","68654755"
